12,,,office-secure.tcatcargo.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,198402094336294744586931172405103210832,b'sha256WithRSAEncryption',b'20210221235959Z',b'20201123000000Z',Other,https://office-secure.tcatcargo.com/?email=@yorku.ca,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
13,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,https://servicios-cliente-es-banco.tierraflorist.com/shopping.html
14,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,http://cliente-bankia-acceso.es.sunpremium.business
15,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://continuer-ldentifiez-vous.webador.com/
16,,,webnode.be,US,Let's Encrypt,Let's Encrypt Authority X3,2,389604506302143601449211708252995180004860,b'sha256WithRSAEncryption',b'20210108042341Z',b'20201010042341Z',Other,https://e-mail-orange.webnode.be/
17,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13132768857398039280144013237584115707,b'ecdsa-with-SHA256',b'20211104235959Z',b'20201105000000Z',Other,https://oronge.digital/personal/e/authID=OLDZP/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3468,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/pl/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3469,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/cz/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3470,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/sl/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3471,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/sk/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3472,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/de/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3473,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/fr/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3474,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/il/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3475,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/mx/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3476,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/br/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3477,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/ie/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3478,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/fi/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3479,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/pt/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3480,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/la/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3481,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/li/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3482,US,"Cloudflare, Inc.",greatmusica.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12658563707018215544246426634954367324,b'ecdsa-with-SHA256',b'20210816120000Z',b'20200816000000Z',Mastercard,https://greatmusica.com/nl/gateway.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3483,,,*.godaddysites.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,16059051223254948780,b'sha256WithRSAEncryption',b'20220714174741Z',b'20200714174741Z',Other,http://sgnn_in_l0g1n.godaddysites.com/,"http://crl.godaddy.com/gdig2s1-2115.crl
"
3484,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Microsoft,http://bridgewaterma-my.sharepoint.com/personal/mkhunt_bridgewaterma_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=/XNnIUI8CbcAAlnA0DT7bvZUEQRAkFgNTkhWhO5/Z2k=&amp;docid=1_16402b4f119204432b5a25eea9ef2a029&amp;wdFormId={154F97EF-3518-47F6-97A6-E96E783894E8}&amp;action=formsubmit&amp;cid=7e4a2819-73c1-4fca-9921-c9b62a19bd37,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
3485,,,aidaform.com,US,Amazon,Amazon,2,11337648051596584194160785031492800934,b'sha256WithRSAEncryption',b'20210818120000Z',b'20200718000000Z',Other,https://attnet4.aidaform.com/att-net,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
3486,,,expertcarzone.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,9437971874167533313531931863937288709,b'sha256WithRSAEncryption',b'20220601235959Z',b'20200601000000Z',Other,https://expertcarzone.com/ssl/csrs/latest-onedrive
3487,,,chirurgie-estetica.md,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,245150631664183734430831545213844665,b'sha256WithRSAEncryption',b'20210106235959Z',b'20201008000000Z',Internal Revenue Service,https://chirurgie-estetica.md/mobile-authgov/?labor_department,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3488,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://infosmmssms.webador.com/
3489,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://infoservicepro20.webador.com/
3490,,,admin.ipaoo.fr,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,135278720315715971082881274834745534786,b'sha256WithRSAEncryption',b'20210413235959Z',b'20200413000000Z',Other,https://admin.ipaoo.fr/Noreply84190inf/index.html
3491,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://telephonie-france-or.webador.com/
3492,,,vlnci-energie.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,311499371127251437390874815680782333648130,b'sha256WithRSAEncryption',b'20201227194426Z',b'20200928194426Z',Other,https://vlnci-energie.com/common/oauth2/authorize?rid=8f93c3cacf6341dfaf6b18bbdc3f6742
3493,,,vlnci-energie.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,311499371127251437390874815680782333648130,b'sha256WithRSAEncryption',b'20201227194426Z',b'20200928194426Z',Other,http://vlnci-energie.com/common/oauth2/authorize?rid=8f93c3cacf6341dfaf6b18bbdc3f6742
3494,IT,Astrofat di Andrea Sturiale,www.astrofat.it,US,DigiCert Inc,GeoTrust RSA CA 2018,2,9376038687154959897285885198468041539,b'sha256WithRSAEncryption',b'20210327120000Z',b'20200226000000Z',Other,https://astrofat.it/translations/usps/manage/sms/sms2.html,"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
"
3495,,,expertcarzone.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,9437971874167533313531931863937288709,b'sha256WithRSAEncryption',b'20220601235959Z',b'20200601000000Z',Other,https://expertcarzone.com/ssl/csrs/latest-onedrive/
3496,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSdZpZ7mN6TE18_1oLBNvu14Ez5J_lscj_PiNTNWlDwHt6WtAQ/viewform?usp=send_form,"http://crl.pki.goog/GTS1O1core.crl
"
3497,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/ke-treuinx-metriox-13.appspot.com/o/%40%40%40indexv-vb-vau-ry-8%252Fbv-yu-er-8F%25252525%2525252F%25252525%2525252F%25252525%2525252F%25252525%2525252F%25252525.html?alt=media&token=25657c63-3c2e-4f0b-b94a-e12adafcf0e1#USER@DOMAIN.ch,"http://crl.pki.goog/GTS1O1core.crl
"
3498,,,n26pay.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,221035115066292358833330806807589403629,b'sha256WithRSAEncryption',b'20210704235959Z',b'20200704000000Z',Other,http://n26pay.com
3499,,,n26pay.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,221035115066292358833330806807589403629,b'sha256WithRSAEncryption',b'20210704235959Z',b'20200704000000Z',Other,https://n26pay.com/
3500,,,n26pay.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,221035115066292358833330806807589403629,b'sha256WithRSAEncryption',b'20210704235959Z',b'20200704000000Z',Other,http://n26pay.com/
3501,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/tlss-c73d7.appspot.com/o/webs_leg1.html?alt=media&amp;token=baa30a93-4028-41c7-8941-20af649c7075#a@b.com,"http://crl.pki.goog/GTS1O1core.crl
"
3502,US,Oath Inc,*.www.yahoo.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,6181530861673855414456792108366942573,b'sha256WithRSAEncryption',b'20210331120000Z',b'20201008000000Z',Other,http://littleblackdresskingdom.com/gs_captcha.php,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
3503,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://m-facebook-com--07zyg0p-dot-srtrkr.appspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
3504,US,"DigitalOcean, LLC",*.fra1.digitaloceanspaces.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,18182689076062363164232695520490915161,b'sha256WithRSAEncryption',b'20210401120000Z',b'20200305000000Z',Other,https://r3g34.fra1.digitaloceanspaces.com/77LL23ween.html,"http://crl4.digicert.com/ssca-sha2-g6.crl
"
3505,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,8571608394572445249682836865113208904,b'ecdsa-with-SHA256',b'20210706120000Z',b'20200706000000Z',Other,https://www.36email.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3506,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSfaGJR4tysBZpwFhWPEg4oPnmb-lO0uuGSNt6QbKqzxQsqjyg/viewform,"http://crl.pki.goog/GTS1O1core.crl
"
3507,,,*.wn.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,85004725708364339878430021457532071672,b'sha256WithRSAEncryption',b'20211018235959Z',b'20200917000000Z',Netflix,https://netflix.pl.soincoips.com/flex/
3508,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSd6h5k1kAJGpAN-tFVs7w4K_B4wQ3m6WJDFH_KfrpIQ-3W-ag/viewform?fbzx=8876075289152692257,"http://crl.pki.goog/GTS1O1core.crl
"
3509,US,"Cloudflare, Inc.",typeform.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,4007843429928740229802483120684045086,b'ecdsa-with-SHA256',b'20211027235959Z',b'20201028000000Z',Other,https://bfrbiibdiugblwqrqd.typeform.com/to/B9gKBmsd,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3510,,,bin60.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,305591317432096136638124509920871087575167,b'sha256WithRSAEncryption',b'20210128005335Z',b'20201030005335Z',Other,https://bin60.net/GrupoExito/
3511,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',Other,https://bit.ly/2Fv84aO12,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3512,,,tripup.fr,US,Let's Encrypt,Let's Encrypt Authority X3,2,394606501785847972124419015786694794399337,b'sha256WithRSAEncryption',b'20210218235351Z',b'20201120235351Z',Other,https://tripup.fr/wp-includes/css/dist/editor/tripup/
3513,,,amguevara.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,322941671544980659151658832334579666217894,b'sha256WithRSAEncryption',b'20210119094421Z',b'20201021094421Z',Other,https://amguevara.com/images/bl/ali/login.php
3514,,,www.revbox.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,359351097388882252769842049828401653949888,b'sha256WithRSAEncryption',b'20210102084300Z',b'20201004084300Z',Other,https://revbox.com.br/wp-content/plugins/languages/oneddrive/login-option.php?cmd=login_submit&amp;id=49f907193d61662201437652f88fa0c949f907193d61662201437652f88fa0c9&amp;session=49f907193d61662201437652f88fa0c949f907193d61662201437652f88fa0c9
3515,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',Other,https://bit.ly/2Fv84aO,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3516,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',Other,https://e7t70.csb.app/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3517,,,nalgsovetnyk.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,416028030914362184116393066615430971333026,b'sha256WithRSAEncryption',b'20210103090220Z',b'20201005090220Z',Other,https://nalgsovetnyk.ru/wp-includes/css/dist/Popularenlinea/bene/Home.html
3518,,,trimaxesolutions.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,47386537708945119225740338198893943431,b'sha256WithRSAEncryption',b'20210121235959Z',b'20201023000000Z',Other,https://trimaxesolutions.com/.well-known/doc1/1/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3519,,,trimaxesolutions.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,47386537708945119225740338198893943431,b'sha256WithRSAEncryption',b'20210121235959Z',b'20201023000000Z',Other,https://t.co/mpHctPF5jt?amp=1,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3520,,,froid-guyader.fr,US,Let's Encrypt,Let's Encrypt Authority X3,2,335808820416838251783753933660117539110339,b'sha256WithRSAEncryption',b'20210206014316Z',b'20201108014316Z',Other,https://www.froid-guyader.fr/css/aspx.php
3521,US,"Pantheon Systems, Inc.",*.pantheon.io,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,13577967670452110440931284764680161840,b'sha256WithRSAEncryption',b'20210720120000Z',b'20200716000000Z',Other,https://dev-made-in-china-com-id976543821.pantheonsite.io/made-in-china.com/login.made-in-china.com/sign-in/index.html,"http://crl4.digicert.com/ssca-sha2-g6.crl
"
3522,,,simpletec.cl,US,Let's Encrypt,Let's Encrypt Authority X3,2,261955373877011336414731269154612898515003,b'sha256WithRSAEncryption',b'20210121003743Z',b'20201023003743Z',Other,https://www.simpletec.cl/mencuestas/dirkt.raif/
3523,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://tmaopzaa.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
3524,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://tmaopzaa.web.app/#richardward@legalshield.com,"http://crl.pki.goog/GTS1O1.crl
"
3525,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14670380705285104487995138350530773145,b'ecdsa-with-SHA256',b'20210818120000Z',b'20200818000000Z',Other,https://fadak.info/userbanque/notificationidvoscomptesenligne/espacevoscomptesenligne/7bac7,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3526,,,halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,109146755899587679474035548779277961449,b'sha256WithRSAEncryption',b'20201219235959Z',b'20200920000000Z',Other,https://halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com/Login.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3527,,,halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,109146755899587679474035548779277961449,b'sha256WithRSAEncryption',b'20201219235959Z',b'20200920000000Z',Other,https://halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3528,,,*.inmotionhosting.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,143801252232743095640997109267530103579,b'sha256WithRSAEncryption',b'20211028235959Z',b'20191029000000Z',Other,https://secure234.inmotionhosting.com/~alexbi9/johter/SBROCKER/login.php
3529,,,jurnal.fdk.uinsgd.ac.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,199945895712348676035137096743793312234,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://jurnal.fdk.uinsgd.ac.id/lib/pkp/js/natwestfix/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3530,,,jurnal.fdk.uinsgd.ac.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,199945895712348676035137096743793312234,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://jurnal.fdk.uinsgd.ac.id/lib/pkp/js/natwestfix,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3531,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14670380705285104487995138350530773145,b'ecdsa-with-SHA256',b'20210818120000Z',b'20200818000000Z',Other,https://fadak.info/userbanque/notificationidvoscomptesenligne/espacevoscomptesenligne/7bac7/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3532,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://iyuxxdxrzcijimirrcxawzdkdubmrxkgynwr-dot-woven-perigee-290416.uk.r.appspot.com/#USER@DOMAIN.org,"http://crl.pki.goog/GTS1O1core.crl
"
3533,,,nalgsovetnyk.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,416028030914362184116393066615430971333026,b'sha256WithRSAEncryption',b'20210103090220Z',b'20201005090220Z',Other,https://nalgsovetnyk.ru/wp-includes/css/dist/Popularenlinea/bene/
3534,,,fenix-centr.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,408443750626777606786088583380282848113370,b'sha256WithRSAEncryption',b'20210129093157Z',b'20201031093157Z',"eBay, Inc.",https://fenix-centr.ru/wp-admin/mobile-anzeigen-id-app/mobile-anzeigen/23823920091991822/mobile-kunde-login/abc/index.php
3535,,,newstuffforyou.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,267405400107855227610348899931177888036,b'sha256WithRSAEncryption',b'20210929235959Z',b'20200929000000Z',Other,https://newstuffforyou.com/diepost/ch/
3536,,,*.websiteserver3.com,US,DigiCert Inc,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,2,14587109716119228016411715535178978788,b'sha256WithRSAEncryption',b'20210915120000Z',b'20200915000000Z',Other,https://site-mvtnbfdr.websiteserver3.com/,"http://crl4.digicert.com/RapidSSLTLSDVRSAMixedSHA2562020CA-1.crl
"
3537,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,2560858822861341709287072854450229986,b'ecdsa-with-SHA256',b'20210707120000Z',b'20200707000000Z',Other,https://olgalowa.constantcontactsites.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3538,,,www.halifax.co.uk-mobileappupdate-system-update.omuendustri.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,357432212346306515855606211016613120085913,b'sha256WithRSAEncryption',b'20201219121753Z',b'20200920121753Z',Other,https://halifax.co.uk-mobileappupdate-system-update.omuendustri.com/Login.php
3539,,,www.halifax.co.uk-mobileappupdate-system-update.omuendustri.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,357432212346306515855606211016613120085913,b'sha256WithRSAEncryption',b'20201219121753Z',b'20200920121753Z',Other,https://bit.ly/halifaxappverify
3540,,,halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,109146755899587679474035548779277961449,b'sha256WithRSAEncryption',b'20201219235959Z',b'20200920000000Z',Other,https://www.halifax.co.uk-mobileappupdate-system-update.esenbogashuttle.com/Login.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3541,,,www.halifax.co.uk-mobileappupdate-system-update.omuendustri.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,357432212346306515855606211016613120085913,b'sha256WithRSAEncryption',b'20201219121753Z',b'20200920121753Z',Other,https://www.halifax.co.uk-mobileappupdate-system-update.omuendustri.com/Login.php
3542,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Other,https://talosobe-ojaolo.firebaseapp.com/i.html,"http://crl.pki.goog/GTS1O1.crl
"
3543,,,pasarelasdepagos.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,418417675120264917491694816887971595569478,b'sha256WithRSAEncryption',b'20210210155503Z',b'20201112155503Z',Other,https://www.pasarelasdepagos.com/mt/%C4%A7anut/el-Salvador/woocommerce-el-salvador/woocommerce-credix-plugin-pasarela-de-pago-multisite/
3544,,,alicetruecolors.com.mx,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,2826573700497742624037456723730031675,b'sha256WithRSAEncryption',b'20210119235959Z',b'20201021000000Z',"eBay, Inc.",https://alicetruecolors.com.mx/ws/?id=98YEbFEcsku14uajMbXnuTxm9FcLCkiZMKBfh3BFrfig8TxnhZrd7hbzXayJUIri45JSxT9OSakaN0Lx6krrbprcxtEdlYTbNP5s
3545,,,ekotienda.com.mx,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,55762486789041020109270095991853681170,b'sha256WithRSAEncryption',b'20210119235959Z',b'20201021000000Z',"eBay, Inc.",https://ekotienda.com.mx/w/
3546,,,*.webofmusic.net,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,123166129107020760689459693089830470708,b'sha256WithRSAEncryption',b'20211013030913Z',b'20201013030913Z',Other,https://www.webofmusic.net/img/postnl/manage/?view=login&amp;appIdKey=fcd00c0656cc490&amp;country=,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
3547,,,secure.oldschool.com-gf.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,409869996626105358755732068308297595370533,b'sha256WithRSAEncryption',b'20210111215606Z',b'20201013215606Z',Other,"https://secure.oldschool.com-gf.ru/m=weblogin/loginform419,174,842,713,402"
3548,,,kodiweb.lu,US,Let's Encrypt,Let's Encrypt Authority X3,2,357750688128240596331838640599946258955458,b'sha256WithRSAEncryption',b'20210202054459Z',b'20201104054459Z',Other,https://kodiweb.lu/seen/Wp-images/?i=i&amp;0=abuse@optusnet.com.au
