15,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahooohotline.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
16,,,ankama-new.live,AT,ZeroSSL,ZeroSSL RSA Domain Secure Site CA,2,2199075389938437424418184597648799344,b'sha384WithRSAEncryption',b'20210226235959Z',b'20201128000000Z',Google,https://www.ankama-new.live/fr/mmorpg/actualites/Clef-Rutilax/
17,,,vodafone-support-secure.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,185044542050309626562706326123285464134,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Vodafone,https://vodafone-support-secure.com/
18,,,cx.money,US,Let's Encrypt,Let's Encrypt Authority X3,2,285289150633549784474688250381908051099275,b'sha256WithRSAEncryption',b'20201211092453Z',b'20200912092453Z',Steam,https://cx.money/s/9cZjq18YwVH7FZt?src=aboutblankauth
19,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,5769881613033434095976240390395081042,b'sha256WithRSAEncryption',b'20211027235959Z',b'20201105000000Z',Amazon.com,http://182.16.110.210/ap/signin?openid.pape.max_auth_age=0&amp;amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.assoc_handle=jpflex&amp;amp;openid.mode=checkid_setup&amp;amp;key=a@b.c&amp;amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;amp;&amp;amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
3727,,,www.airtellotterywinners.com,US,Google Trust Services,GTS CA 1D2,2,60368102075011817768935903245108287186,b'sha256WithRSAEncryption',b'20210117061725Z',b'20201019061725Z',Other,https://www.airtellotterywinners.com/p/airtel-kbc-lottery.html,"http://crl.pki.goog/GTS1D2.crl
"
3728,,,www.airtellotterywinners.com,US,Google Trust Services,GTS CA 1D2,2,60368102075011817768935903245108287186,b'sha256WithRSAEncryption',b'20210117061725Z',b'20201019061725Z',Other,https://www.airtellotterywinners.com/p/kbc-airtel-lottery.html,"http://crl.pki.goog/GTS1D2.crl
"
3729,,,www.airtellotterywinners.com,US,Google Trust Services,GTS CA 1D2,2,60368102075011817768935903245108287186,b'sha256WithRSAEncryption',b'20210117061725Z',b'20201019061725Z',Other,https://www.airtellotterywinners.com/p/airtel-lottery-winner.html,"http://crl.pki.goog/GTS1D2.crl
"
3730,,,jagex-event.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,407087723006124062219207490114321050243685,b'sha256WithRSAEncryption',b'20210116205400Z',b'20201018205400Z',RuneScape,https://jagex-event.com
3731,US,"Netflix, Inc.",www.netflix.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,20158493414915061872756161117350999280,b'sha256WithRSAEncryption',b'20220113120000Z',b'20200113000000Z',Netflix,https://service-uk-netflix.com/,"http://crl4.digicert.com/ssca-sha2-g6.crl
"
3732,,,o2billing-uk.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,289506680542078362382692891040337109283,b'sha256WithRSAEncryption',b'20211026235959Z',b'20201026000000Z',Telefónica UK,https://o2billing-uk.com/
3733,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://infommssms.webador.com/
3734,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://indentifiez-vous-pourlire.webador.com/
3735,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://pzsfsuxtymsrhvzeyfsebpwewnyptirjoeon-dot-woven-perigee-290416.uk.r.appspot.com/#jean@gmail.com,"http://crl.pki.goog/GTS1O1core.crl
"
3736,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://wsnynyycjjoqwqxxunlsunnzuussqgnnsstc-dot-woven-perigee-290416.uk.r.appspot.com/#jean@gmail.com,"http://crl.pki.goog/GTS1O1core.crl
"
3737,,,www.login-secure-three.uk.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,62347254112533654133494512051591070308,b'sha256WithRSAEncryption',b'20211026235959Z',b'20201026000000Z',Three,https://login-secure-three.uk.com/
3738,,,www.novopedido.camaleaocamisas.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,423051511311316845573338572720343364701446,b'sha256WithRSAEncryption',b'20210127160847Z',b'20201029160847Z',Microsoft,https://novopedido.camaleaocamisas.com.br/agenda.php
3739,,,wifreight.cf,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,294956075237908319078575396547438472455,b'sha256WithRSAEncryption',b'20210120235959Z',b'20201022000000Z',Adobe,https://wifreight.cf/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3740,,,netflix.ioalzx.top,US,Let's Encrypt,Let's Encrypt Authority X3,2,295500535439531177487963995143446514612514,b'sha256WithRSAEncryption',b'20210120093753Z',b'20201022093753Z',Other,https://netflix.ioalzx.top/sg/
3741,,,netflix.ioalzx.top,US,Let's Encrypt,Let's Encrypt Authority X3,2,295500535439531177487963995143446514612514,b'sha256WithRSAEncryption',b'20210120093753Z',b'20201022093753Z',Other,https://netflix.ioalzx.top/
3742,,,natepetroski.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,275170892551638237896901618393186965352,b'sha256WithRSAEncryption',b'20201227235959Z',b'20200928000000Z',Other,https://natepetroski.com/.well-known/no21/norway/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3743,,,halifax-cancel-link.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,174717354465543497208844308763008896069,b'sha256WithRSAEncryption',b'20211024235959Z',b'20201026000000Z',Halifax,https://halifax-cancel-link.com/
3744,,,consultingcentrale.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,431268074254677455353046532353872411865015,b'sha256WithRSAEncryption',b'20210215064228Z',b'20201117064228Z',Other,https://www.consultingcentrale.com/case-studies
3745,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/serveradministratoryikjrpee1.appspot.com/o/second%20(1).HTML?alt=media&amp;token=d92aaee3-61c4-4326-9384-d39d22513c26#info@cobos-fs.de,"http://crl.pki.goog/GTS1O1core.crl
"
3746,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/hdy-manjay.appspot.com/o/hubasy-tce%2Fbttn-hash.html?alt=media&token=60dde624-59b0-41f8-bffb-34c76ea56e1b#USER@DOMAIN.ch,"http://crl.pki.goog/GTS1O1core.crl
"
3747,,,biolinky.co,US,Let's Encrypt,Let's Encrypt Authority X3,2,297899481270990122798619529965338004733504,b'sha256WithRSAEncryption',b'20210107221204Z',b'20201009221204Z',Other,https://biolinky.co/halloweeksevent
3748,,,leg.dev.everbrand.eu,US,Let's Encrypt,Let's Encrypt Authority X3,2,430448083294013769337507710678492963474147,b'sha256WithRSAEncryption',b'20210209083723Z',b'20201111083723Z',Other,https://leg.dev.everbrand.eu/-/
3749,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/hing9-f9bc0.appspot.com/o/hi1 (9).html?alt=media&amp;token=0d56c7d7-2e03-41f5-b764-4473f0ad4d51#a@b.com,"http://crl.pki.goog/GTS1O1core.crl
"
3750,,,cartago.casacastillo.cl,US,Let's Encrypt,Let's Encrypt Authority X3,2,314964381563050139850459566460174794327944,b'sha256WithRSAEncryption',b'20210203021938Z',b'20201105021938Z',Other,https://cartago.casacastillo.cl/-/
3751,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/tre-hreiocx-maeiox-12.appspot.com/o/%40%40%40indexv-vb-vau-ry-8%252Fbv-yu-er-8F%25252525%2525252F%25252525%2525252F%25252525%2525252F%25252525%2525252F%25252525.html?alt=media&amp;token=cb4122a6-50a7-4e3e-b5f0-fbd0200f82da#admissions@utu.fi,"http://crl.pki.goog/GTS1O1core.crl
"
3752,,,autodiscover.flipthiswholesaler.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,336141377442372456765019864945714058659493,b'sha256WithRSAEncryption',b'20210211155854Z',b'20201113155854Z',Other,https://flipthiswholesaler.net/password expiry/?mail=@yorku.ca
3753,,,www.bornskier.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,14321458854055747759789729808966491179,b'sha256WithRSAEncryption',b'20220808235959Z',b'20200803000000Z',"Banco Santander, S.A.",https://bornskier.com/Net-Banco/pagina/index.php
3754,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/master-a7f25.appspot.com/o/cerkcfroek.html?alt=media&amp;token=420caa32-915f-40c5-86a6-28ada5625a7a&amp;prox=eimaste@stinpriza.org,"http://crl.pki.goog/GTS1O1core.crl
"
3755,,,*.yolasite.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,3977727533260890759160526483391132711,b'sha256WithRSAEncryption',b'20210329120000Z',b'20200228000000Z',Microsoft,https://office4g.yolasite.com,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
3756,,,3-uk-support.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,211176267297780400522731570584273422722,b'sha256WithRSAEncryption',b'20211026235959Z',b'20201026000000Z',Other,https://3-uk-support.com
3757,,,contafacilprime.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,74797640640973313023213973004498195100,b'sha256WithRSAEncryption',b'20211022235959Z',b'20201022000000Z',ArenaNet,https://contafacilprime.com
3758,,,registrate0h-pe.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,63040642672488037463186998304788590235,b'sha256WithRSAEncryption',b'20211020235959Z',b'20201020000000Z',Other,http://registrate0h-pe.com/
3759,,,8b.io,US,Amazon,Amazon,2,14242901034164923599002691071587512540,b'sha256WithRSAEncryption',b'20210809120000Z',b'20200709000000Z',Microsoft,https://190854.8b.io/,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
3760,,,*.sexxyfemaledolls.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,274509771562555825972549788965322497727707,b'sha256WithRSAEncryption',b'20210107225430Z',b'20201009225430Z',Other,https://sexxyfemale.com/wp-content/updraft/dirkt.raif/90be1e542a91726db169c6ceb02c5db9/
3761,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://m-facebook-com--07zyg0p-dot-srtrkr.appspot.com/login/,"http://crl.pki.goog/GTS1O1core.crl
"
3762,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://m-facebook-com--07zyg0p-dot-srtrkr.appspot.com/login,"http://crl.pki.goog/GTS1O1core.crl
"
3763,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/OP/
3764,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/OP
3765,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/BOY/
3766,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/BOY
3767,,,ahmeddawod.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,326886966350284072210627582197003727781976,b'sha256WithRSAEncryption',b'20210216085619Z',b'20201118085619Z',Other,https://www.ahmeddawod.com/backup/mail/office/microsft/online/login.php?l=_jehfuq_vjoxk0qwhtogydw1774256418&amp;fid.13inboxlight.aspxn.1774256418&amp;fid.125289964252813inboxlight99642_product-userid&amp;userid=
3768,,,ahmeddawod.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,326886966350284072210627582197003727781976,b'sha256WithRSAEncryption',b'20210216085619Z',b'20201118085619Z',Other,http://ahmeddawod.com/backup/mail/office/microsft/online/login.php?l=_jehfuq_vjoxk0qwhtogydw1774256418&amp;fid.13inboxlight.aspxn.1774256418&amp;fid.125289964252813inboxlight99642_product-userid&amp;userid=
3769,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9591682052707004482574716794786584133,b'ecdsa-with-SHA256',b'20210807120000Z',b'20200807000000Z',Other,https://www.flow.page/event.claim.pubg,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3770,,,*.sexxyfemaledolls.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,274509771562555825972549788965322497727707,b'sha256WithRSAEncryption',b'20210107225430Z',b'20201009225430Z',Other,https://sexxyfemale.com/wp-content/themes/twentyfifteen/genericons/erstehu/
3771,,,glitch.com,US,Amazon,Amazon,2,12953212096050194519304190911808620436,b'sha256WithRSAEncryption',b'20210318120000Z',b'20200218000000Z',Other,https://activemail-activation-upgrade.glitch.me/?email#noise@jubileegroup.co.uk,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
3772,,,*.ellediufficio.it,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,248121907296462236250921014769748121293,b'sha256WithRSAEncryption',b'20211125235959Z',b'20201125000000Z',Other,https://ellediufficio.it/0028pending/nedbank.co.za/
3773,,,*.ellediufficio.it,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,248121907296462236250921014769748121293,b'sha256WithRSAEncryption',b'20211125235959Z',b'20201125000000Z',Other,https://ellediufficio.it/0028pending/nedbank.co.za
3774,,,xn--gmal-sya.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,307243806236394622949605046551761967033351,b'sha256WithRSAEncryption',b'20210115135311Z',b'20201017135311Z',Other,https://www.xn--gmal-sya.com/loginsession.php
3775,,,xn--gmal-sya.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,307243806236394622949605046551761967033351,b'sha256WithRSAEncryption',b'20210115135311Z',b'20201017135311Z',Other,https://www.xn--gmal-sya.com/
3776,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,343492363126212736110392940978583365777463,b'sha256WithRSAEncryption',b'20210226054615Z',b'20201128054615Z',Other,https://linktr.ee/Tencent_Games
3777,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,15243395547714544764338895428499254689,b'ecdsa-with-SHA256',b'20211016235959Z',b'20201017000000Z',Other,https://levinhogiveaway.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3778,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,343492363126212736110392940978583365777463,b'sha256WithRSAEncryption',b'20210226054615Z',b'20201128054615Z',Other,https://linktr.ee/halloweeksgift
3779,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://www-facebook-com--27zyg0p-dot-srtrkr.appspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
3780,,,iogaki.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,412449490294855877767772038239840409532679,b'sha256WithRSAEncryption',b'20210131194220Z',b'20201102194220Z',Other,https://www.iogaki.com/udp/udp1/ba488a8edfef864c5a8fa877c9ec3cd7ODU4OTFlOGM5MmQ4NmM1ZTczYzU2NDhjMWQzOTFiNDI=/resolution/websc_login/?country.x=US&amp;locale.x=en_US
3781,,,serv-secured-1.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,356347087475795551699353993524877957047404,b'sha256WithRSAEncryption',b'20210220133808Z',b'20201122133808Z',Other,https://serv-secured-1.com/a1e0ef46e77c7d028da7f514ac818d340f34b40d/mon
3782,,,erikdjones.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,409510846616125788119377445987093911999358,b'sha256WithRSAEncryption',b'20201230015752Z',b'20201001015752Z',Raiffeisen Bank,https://erikdjones.com/forum/dirkt.raif/
3783,,,iogaki.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,412449490294855877767772038239840409532679,b'sha256WithRSAEncryption',b'20210131194220Z',b'20201102194220Z',PayPal,https://www.iogaki.com/udp/udp1/ba488a8edfef864c5a8fa877c9ec3cd7ODU4OTFlOGM5MmQ4NmM1ZTczYzU2NDhjMWQzOTFiNDI=/resolution/websc_login/?country.x=US&locale.x=en_US
3784,,,flightarabia.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65326958867140278806794756728890026498,b'sha256WithRSAEncryption',b'20210212235959Z',b'20200115000000Z',Other,https://flightarabia.com/office/latest-onedrive/office.php.........
3785,,,dranathaliamatos.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,364529409349499653580918745184261895148591,b'sha256WithRSAEncryption',b'20210114181928Z',b'20201016181928Z',Other,https://dranathaliamatos.com.br/safe/secure-dropbox-login/main.html?accessToFile=accessing&amp;fileAccess=34982&amp;encryptedCookie=d8129a21d8e724862c9096c62122cf2b&amp;u=13ce472945f02888068486d2a5975afc&amp;connecting=e9fdcf1cd8493193eb958b21e49d9725&amp;phaseAccess=05c2ce42cdd787f1fdd68c1e99b73d3b&amp;p=bbe1d5f28c5609895603ae3f5dd9c91b
3786,,,dranathaliamatos.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,364529409349499653580918745184261895148591,b'sha256WithRSAEncryption',b'20210114181928Z',b'20201016181928Z',Other,http://dranathaliamatos.com.br/safe/secure-dropbox-login/main.html?accessToFile=accessing&amp;fileAccess=34982&amp;encryptedCookie=d8129a21d8e724862c9096c62122cf2b&amp;u=13ce472945f02888068486d2a5975afc&amp;connecting=e9fdcf1cd8493193eb958b21e49d9725&amp;phaseAccess=05c2ce42cdd787f1fdd68c1e99b73d3b&amp;p=bbe1d5f28c5609895603ae3f5dd9c91b
3787,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11930139962794185127605757019905662585,b'ecdsa-with-SHA256',b'20211016235959Z',b'20201017000000Z',Other,"https://www.runescape.holdings/m=weblogin/loginform.ws549,453,228,71775624,1","http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3788,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,343492363126212736110392940978583365777463,b'sha256WithRSAEncryption',b'20210226054615Z',b'20201128054615Z',Other,https://linktr.ee/Pubgpayload
3789,,,xirkinternational.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,297516102079851870317951711670287754118658,b'sha256WithRSAEncryption',b'20210209031623Z',b'20201111031623Z',Raiffeisen Bank,https://kireshajones.com/maintenanc/dirkt.raif/
3790,,,mipianodigital.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,357371939549893240495823744478449737684992,b'sha256WithRSAEncryption',b'20210224221014Z',b'20201126221014Z',Other,https://mipianodigital.com/wp-content/
3791,,,my3-accountupdate.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,311057997195469791103431631445220488701,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,https://my3-accountupdate.com/
3792,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9591682052707004482574716794786584133,b'ecdsa-with-SHA256',b'20210807120000Z',b'20200807000000Z',Other,https://www.flow.page/tacazgiveaways15,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
3793,,,my3-accountupdate.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,311057997195469791103431631445220488701,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,https://My3-accountupdate.com
3794,,,c.giorgianavarra.it,US,Let's Encrypt,Let's Encrypt Authority X3,2,418563574383814111776453192690337716444282,b'sha256WithRSAEncryption',b'20210227135956Z',b'20201129135956Z',ING Direct,https://grupo-ing.giorgianavarra.it/es/37.134.239.182/index.php
3795,,,app.simplenote.com,US,Google Trust Services,GTS CA 1D2,2,293318451937912172609743631358112174822,b'sha256WithRSAEncryption',b'20210227120743Z',b'20201129120743Z',Other,https://app.simplenote.com/p/22F3qw,"http://crl.pki.goog/GTS1D2.crl
"
3796,,,rewardxuc.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,167440215310801818428836015216757621479,b'sha256WithRSAEncryption',b'20210215235959Z',b'20201117000000Z',Other,https://rewardxuc.com/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
3797,,,fkip.unrika.ac.id,US,Let's Encrypt,Let's Encrypt Authority X3,2,346958896533556117930921121919049701472367,b'sha256WithRSAEncryption',b'20210112171422Z',b'20201014171422Z',Other,https://fkip.unrika.ac.id/data/
3798,,,lozo.huntcampus.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,341132193255886004723124149425450077603444,b'sha256WithRSAEncryption',b'20210120134516Z',b'20201022134516Z',Raiffeisen Bank,https://nonveg.net/dirkt.raif/
3799,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/A
3800,,,natwest.reverse-payee.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,199671291784013124850914894696795750770,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,http://natwest.reverse-payee.co.uk/
3801,,,natwest.reverse-payee.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,199671291784013124850914894696795750770,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,https://natwest.reverse-payee.co.uk/Login.php
3802,,,angajat.md,US,Let's Encrypt,Let's Encrypt Authority X3,2,291777026353171984399854240092884704408570,b'sha256WithRSAEncryption',b'20210217010325Z',b'20201119010325Z',Other,https://e-angajare.md/.git/objects/A/
3803,,,natwest.reverse-payee.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,199671291784013124850914894696795750770,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,http://www.natwest.reverse-payee.co.uk/
3804,,,natwest.reverse-payee.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,199671291784013124850914894696795750770,b'sha256WithRSAEncryption',b'20211023235959Z',b'20201023000000Z',Other,https://www.natwest.reverse-payee.co.uk/Login.php
3805,,,flightarabia.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65326958867140278806794756728890026498,b'sha256WithRSAEncryption',b'20210212235959Z',b'20200115000000Z',Other,https://flightarabia.com/office/latest-onedrive/office.php......
3806,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://eqvpismqyp.web.app/#a.b@c.com,"http://crl.pki.goog/GTS1O1.crl
"
3807,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://owa-microsft.web.app#email@domain.ch,"http://crl.pki.goog/GTS1O1.crl
"
3808,,,flightarabia.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65326958867140278806794756728890026498,b'sha256WithRSAEncryption',b'20210212235959Z',b'20200115000000Z',Other,https://flightarabia.com/office/latest-onedrive/
3809,,,flightarabia.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65326958867140278806794756728890026498,b'sha256WithRSAEncryption',b'20210212235959Z',b'20200115000000Z',Other,http://flightarabia.com/office/latest-onedrive
3810,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Microsoft,https://00-002.weebly.com,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
3811,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/gist-9da3f.appspot.com/o/index.html?alt=media&token=290ba7b7-22e3-42b2-ad37-e7e9ae8001cf#,"http://crl.pki.goog/GTS1O1core.crl
"
3812,,,3-uk-portal.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,64128576151633610718670207198696988011,b'sha256WithRSAEncryption',b'20211021235959Z',b'20201021000000Z',Three,http://3-uk-portal.com/
3813,,,wordbp.pl,PL,home.pl S.A.,Certyfikat SSL,2,138518641082818366510493024005676961917,b'sha256WithRSAEncryption',b'20210703111216Z',b'20200703111216Z',Other,https://%40%40@wordbp.pl/wp-content/languages/china/God/index.php?i=i&amp;0=,"http://crl.certum.pl/hsha2.crl
"
3814,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Other,https://volby.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
