11,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14899338422106154935954618156544858699,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',ABSA Bank,https://www.bepassion.com/mtab/sumc.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
12,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/
13,,,geovanda.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,391003774551316507877944783558928445431641,b'sha256WithRSAEncryption',b'20210209091134Z',b'20201111091134Z',Other,https://geovanda.net/
14,,,goindiaearn.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,10140321947869275158,b'sha256WithRSAEncryption',b'20220218163435Z',b'20200218163435Z',Virustotal,https://goindiaearn.com/,"http://crl.godaddy.com/gdig2s1-1731.crl
"
4494,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Adobe,https://tuetrad.000webhostapp.com/pdf/pdf.html,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4495,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Adobe,https://yertredrevx.000webhostapp.com/e/bsurm/phone.php,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4496,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Adobe,https://htiitrevcm.000webhostapp.com/u/bsurm/phone.php,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4497,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://studentsimperial-my.sharepoint.com/personal/vcarrion_students_imperial_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=rvZ44AWzcPDuBusREabUKfoUvJ04sNC94kmlPod04h4%3d&amp;docid=1_1acb4510b85ac413f9ea166e72d4bbca4&amp;wdFormId=%7B3CAD2E15%2D9297%2D423E%2D87B0%2DB890B72DFAA2%7D&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4498,,,pharmaglobiz.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,15119433589302237953,b'sha256WithRSAEncryption',b'20210213060800Z',b'20200210070305Z',Other,https://www.pharmaglobiz.com/android/usaanew/run/pin.html?7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d,"http://crl.godaddy.com/gdig2s1-1710.crl
"
4499,,,pharmaglobiz.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,15119433589302237953,b'sha256WithRSAEncryption',b'20210213060800Z',b'20200210070305Z',Other,https://www.pharmaglobiz.com/android/usaanew/run/contact.html?7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d,"http://crl.godaddy.com/gdig2s1-1710.crl
"
4500,,,pharmaglobiz.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,15119433589302237953,b'sha256WithRSAEncryption',b'20210213060800Z',b'20200210070305Z',Other,https://www.pharmaglobiz.com/android/usaanew/run/contacterror.html?7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d7777772e706861726d61676c6f62697a2e636f6d,"http://crl.godaddy.com/gdig2s1-1710.crl
"
4501,,,burrow.io,US,Let's Encrypt,Let's Encrypt Authority X3,2,309430332001629877187560833736955675324247,b'sha256WithRSAEncryption',b'20210118091432Z',b'20201020091432Z',Other,http://sucursalpersonastransaccionesvirtualesgrupobanclombia.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/user?scis=sotl8fddcfcvghzg/kmrgmkjjqe%20%2088r4kdzqlcrsr4=
4502,,,burrow.io,US,Let's Encrypt,Let's Encrypt Authority X3,2,309430332001629877187560833736955675324247,b'sha256WithRSAEncryption',b'20210118091432Z',b'20201020091432Z',Other,https://sucursalpersonastransaccionesvirtualesgrupobanclombia.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/USER?scis=SoTl8fDDcFcvghZG/KMRGmkJjqE%20%2088r4kDZQlcRSr4=
4503,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://carnegieproperty-my.sharepoint.com/personal/helen_carnegieproperty_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=I93ri6E azsGlaNDV8xWIJAhNamCFoPa87otqqw4LLY=&amp;docid=1_18f09536ac24d4b6c9bd785b3d27746bc&amp;wdFormId={59AC2FC4-0767-42B6-A127-CC529A92B57E}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4504,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://carnegieproperty-my.sharepoint.com/personal/helen_carnegieproperty_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=I93ri6E+azsGlaNDV8xWIJAhNamCFoPa87otqqw4LLY=&amp;docid=1_18f09536ac24d4b6c9bd785b3d27746bc&amp;wdFormId={59AC2FC4-0767-42B6-A127-CC529A92B57E}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4505,,,appipv4.link,US,Amazon,Amazon,2,5862501293573259680266277067702066514,b'sha256WithRSAEncryption',b'20210822120000Z',b'20200722000000Z',Other,https://jsbyv.app.link/KBlOfcmdd9,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
4506,,,clipperukltd-co.tk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,112678188902613617021900829058614266243,b'sha256WithRSAEncryption',b'20210820235959Z',b'20200820000000Z',Other,https://clipperukltd-co.tk/New/redirectinscript.php
4507,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://carnegieproperty-my.sharepoint.com/personal/helen_carnegieproperty_com/_layouts/15/guestaccess.aspx?guestaccesstoken=I93ri6E%20azsGlaNDV8xWIJAhNamCFoPa87otqqw4LLY=&amp;docid=1_18f09536ac24d4b6c9bd785b3d27746bc&amp;wdFormId={59AC2FC4-0767-42B6-A127-CC529A92B57E},"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4508,,,www.tusuplemento.cl,US,Let's Encrypt,Let's Encrypt Authority X3,2,415944701797315685527228610303141827398788,b'sha256WithRSAEncryption',b'20210206134057Z',b'20201108134057Z',Other,https://tusuplemento.cl/Paypal/myaccount/signin/
4509,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://carnegieproperty-my.sharepoint.com/personal/helen_carnegieproperty_com/_layouts/15/guestaccess.aspx?guestaccesstoken=I93ri6E%2bazsGlaNDV8xWIJAhNamCFoPa87otqqw4LLY%3d&amp;docid=1_18f09536ac24d4b6c9bd785b3d27746bc&amp;wdFormId=%7B59AC2FC4%2D0767%2D42B6%2DA127%2DCC529A92B57E%7D,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4510,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16349845630982723497258299926806755476,b'ecdsa-with-SHA256',b'20210809120000Z',b'20200809000000Z',Other,https://pubgrew.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4511,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Facebook,https://pusatbantuansecurity-2020.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4512,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=dcdf90a1ba7d4bb95e99525c3fe3ce28dcdf90a1ba7d4bb95e99525c3fe3ce28&amp;session=dcdf90a1ba7d4bb95e99525c3fe3ce28dcdf90a1ba7d4bb95e99525c3fe3ce28,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4513,,,*.inmotionhosting.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,143801252232743095640997109267530103579,b'sha256WithRSAEncryption',b'20211028235959Z',b'20191029000000Z',Other,https://ngx249.inmotionhosting.com/~marti177/wp-content/themes/twentytwo/signin.php
4514,,,webwave.dev,US,Let's Encrypt,Let's Encrypt Authority X3,2,412284063204129021663195327748239672287101,b'sha256WithRSAEncryption',b'20210107061201Z',b'20201009061201Z',Other,https://m54af8.webwave.dev/
4515,,,oasispurecbd.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,16940688412679074854,b'sha256WithRSAEncryption',b'20210225210618Z',b'20200225210618Z',Other,https://oasispurecbd.com/wp-content/uploads/2020/08/envioCH-PostFinance,"http://crl.godaddy.com/gdig2s1-1750.crl
"
4516,,,oasispurecbd.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,16940688412679074854,b'sha256WithRSAEncryption',b'20210225210618Z',b'20200225210618Z',Other,https://oasispurecbd.com/wp-content/uploads/2020/08/envioCH-PostFinance/Seleccione_medio_de_pago.php,"http://crl.godaddy.com/gdig2s1-1750.crl
"
4517,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?amp;amp&amp;country.x=ro,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4518,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://testfirebase001-cf40b.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
4519,,,www.cutt.us,US,Let's Encrypt,Let's Encrypt Authority X3,2,326383511855924829013243240713191785380334,b'sha256WithRSAEncryption',b'20201130030549Z',b'20200901030549Z',Other,https://cutt.us/X41CC
4520,,,*.creatorlink.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,367616094645097493764003727992280157229068,b'sha256WithRSAEncryption',b'20201222033857Z',b'20200923033857Z',Other,https://emebfsasampaio.creatorlink.net/
4521,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?amp;amp&amp;country.x=ma,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4522,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=ro&amp;amp,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4523,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://netorg6226424-my.sharepoint.com/personal/accounting_rentcle_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=f%2079XItCtxh3RnxJQzw4M2COXcadDADT7sT5S5IxXr8=&amp;docid=1_10c3a134fefe74b74ac6b75d11adb534d&amp;wdFormId={A5BEE34B-D36E-48F7-A261-0896CE19064A}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4524,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://netorg6226424-my.sharepoint.com/personal/accounting_rentcle_com/_layouts/15/guestaccess.aspx?guestaccesstoken=f%2079XItCtxh3RnxJQzw4M2COXcadDADT7sT5S5IxXr8=&amp;docid=1_10c3a134fefe74b74ac6b75d11adb534d&amp;wdFormId={A5BEE34B-D36E-48F7-A261-0896CE19064A},"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4525,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://netorg6226424-my.sharepoint.com/personal/accounting_rentcle_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=f 79XItCtxh3RnxJQzw4M2COXcadDADT7sT5S5IxXr8=&amp;docid=1_10c3a134fefe74b74ac6b75d11adb534d&amp;wdFormId={A5BEE34B-D36E-48F7-A261-0896CE19064A}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4526,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,https://urlz.fr/dFoa,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4527,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://netorg6226424-my.sharepoint.com/personal/accounting_rentcle_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=f%2b79XItCtxh3RnxJQzw4M2COXcadDADT7sT5S5IxXr8%3d&docid=1_10c3a134fefe74b74ac6b75d11adb534d&wdFormId=%7BA5BEE34B%2DD36E%2D48F7%2DA261%2D0896CE19064A%7D&action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4528,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://urlz.fr/dFsG,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4529,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,17645244243819625727099716512586695696,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,https://www.kisa.link/NSBd,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4530,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,http://psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home
4531,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,http://psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/
4532,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,http://www.psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home
4533,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;id=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7&amp;;;session=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4534,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;id=b608cb68d547d25ab586f844c757328fb608cb68d547d25ab586f844c757328f&amp;;;;session=b608cb68d547d25ab586f844c757328fb608cb68d547d25ab586f844c757328f,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4535,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4536,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;id=c739f9f1d5ccc76e3d819292b353da26c739f9f1d5ccc76e3d819292b353da26&amp;;;;session=c739f9f1d5ccc76e3d819292b353da26c739f9f1d5ccc76e3d819292b353da26,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4537,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204&amp;;;;session=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4538,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204&amp;;;;session=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4539,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;;,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4540,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;;,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4541,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;;;id=b608cb68d547d25ab586f844c757328fb608cb68d547d25ab586f844c757328f&amp;;;;;session=b608cb68d547d25ab586f844c757328fb608cb68d547d25ab586f844c757328f,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4542,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=120bf35ce2e8c7d69aadc2a166946368120bf35ce2e8c7d69aadc2a166946368&amp;session=120bf35ce2e8c7d69aadc2a166946368120bf35ce2e8c7d69aadc2a166946368,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4543,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;amp;;;amp,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4544,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;id=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7&amp;;session=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4545,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,http://www.psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/
4546,,,9dollarsintothousands.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,12633024666148614988132100070858541624,b'sha256WithRSAEncryption',b'20210203235959Z',b'20201105000000Z',Other,https://9dollarsintothousands.com/wp-includes/Text/Diff/Engine/wp-content/ali/login.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4547,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,https://psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home
4548,,,www.cutt.us,US,Let's Encrypt,Let's Encrypt Authority X3,2,326383511855924829013243240713191785380334,b'sha256WithRSAEncryption',b'20201130030549Z',b'20200901030549Z',Other,https://cutt.us/rHqRx
4549,US,Incapsula Inc,incapsula.com,BE,GlobalSign nv-sa,GlobalSign CloudSSL CA - SHA256 - G3,2,31140889921380693664886853859,b'sha256WithRSAEncryption',b'20210602150517Z',b'20201024023145Z',Other,https://ignitemarketingpros.com/Service/Postale/bf1c7/source
4550,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',Other,https://urlz.fr/dFdu,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4551,,,chivasgrillconcepcion.cl,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,232734735216133677347692473059417869523,b'sha256WithRSAEncryption',b'20210129235959Z',b'20201031000000Z',Other,https://chivasgrillconcepcion.cl/dh/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4552,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,https://bit.ly/3kUeRuz,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4553,,,nutriti-on.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,280814061253777523218005603307664894400,b'sha256WithRSAEncryption',b'20210327235959Z',b'20200327000000Z',Other,https://nutriti-on.com/js/ttat/sbc/sbc/sbcglobal.net.htm
4554,,,*.psmkreditsyari.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282494540754647726876313046814675199672737,b'sha256WithRSAEncryption',b'20210204201543Z',b'20201106201543Z',Other,https://psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/
4555,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://dekosterexcavatingcom-my.sharepoint.com/:b:/g/personal/sarah_dekosterexcavating_com/ET8SpsXtt7dFv7zyCHGvF9IBGPS9sE4vda3ZJkrWTblD2A,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4556,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4557,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1593240276051195792867974340324027043,b'ecdsa-with-SHA256',b'20210725120000Z',b'20200725000000Z',Other,https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;;;id=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7&amp;;;session=599ceddc88fcfacd3c24924f161357a7599ceddc88fcfacd3c24924f161357a7,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
