2,,,jurlebedev.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,384401195725433461728219761991859722385141,b'sha256WithRSAEncryption',b'20201231020304Z',b'20201002020304Z',Other,https://jurlebedev.ru/wp-content/languages/BPD/Popularenlinea/Home.html
3,,,citacrsucursales.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,398958487772549625542225963653940622666347,b'sha256WithRSAEncryption',b'20210208152405Z',b'20201110152405Z',Other,https://citacrsucursales.com/
4,,,services.runescape.com-acceptgift.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,288939375618447643205540194058048111842311,b'sha256WithRSAEncryption',b'20210209153740Z',b'20201111153740Z',Other,https://services.runescape.com-acceptgift.xyz/
5,,,blackwood.biz.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,307435156863807950990901960805022353319386,b'sha256WithRSAEncryption',b'20210105175800Z',b'20201007175800Z',Internal Revenue Service,https://blackwood.biz.ua/irswin.html#11
4354,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,98925130438034381319912100606414623880,b'sha256WithRSAEncryption',b'20210112180722Z',b'20201020180722Z',"http://crl.pki.goog/GTS1O1core.crl
",JPMorgan Chase and Co.,https://firebasestorage.googleapis.com/v0/b/mails-9ceb4.appspot.com/o/mcdms.html?alt=media&amp;token=d47c5973-1598-4198-9378-f34f8237d4a9#ggradnigo@prepaidlegal.com
4355,US,"ZixCorp Systems, Inc.",*.zixcentral.com,CA,AffirmTrust,AffirmTrust Certificate Authority - OV1,2,72152620748612039195666467002465703912,b'sha256WithRSAEncryption',b'20210328203711Z',b'20190328200714Z',"http://crl.affirmtrust.com/crl/aftov1ca.crl
",Other,https://link.zixcentral.com/u/28c878da/yCSpGFfb6hGBim_i5F7kRg?u=https%3A%2F%2Fuser23546576879809ip.dt.r.appspot.com%2F%23cfishkin%40careevolve.com
4356,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',"http://crl.pki.goog/GTS1O1.crl
",Other,https://cardano-wallet.web.app/
4357,,,professional-house-cleaning.ca,US,Let's Encrypt,Let's Encrypt Authority X3,2,294591879990296473578898179247794929387209,b'sha256WithRSAEncryption',b'20201220061218Z',b'20200921061218Z',Other,http://professional-house-cleaning.ca/wp-content/plugins/caja-1.html
4358,,,professional-house-cleaning.ca,US,Let's Encrypt,Let's Encrypt Authority X3,2,294591879990296473578898179247794929387209,b'sha256WithRSAEncryption',b'20201220061218Z',b'20200921061218Z',Other,https://professional-house-cleaning.ca/wp-content/plugins/caja-1.html
4359,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://hwbcpa-my.sharepoint.com/personal/rweisbrot_hwb-cpa_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=l4MBYjEO3bNYcmhIlOxzA05LVN4lvWVvafuemUaS0q4%3d&docid=1_152c12998c64643e7834938a9daffcc35&wdFormId=%7BE1CA4F48%2DBFC5%2D4E20%2D95E4%2D1C15930851C1%7D%22&action=formsubmit
4360,CA,Royal Bank of Canada,sterbcinsurance.com,US,DigiCert Inc,DigiCert Global CA G2,2,12121479897490799656263008025217993522,b'sha256WithRSAEncryption',b'20211007120000Z',b'20201002000000Z',"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
",Other,http://sdgw.steroyalbank.com/wp-admin/network/capone/capitalone/validation/step2.html
4361,,,soulhealthlife.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,251547478529813935258854754728158818767,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
","eBay, Inc.",https://soulhealthlife.com/famous-progress-quotes-sayings/
4362,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,296682980186541611747522888377177150567,b'sha256WithRSAEncryption',b'20210112180524Z',b'20201020180524Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://impotsgouv20.blogspot.com/
4363,,,google-services.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,4190213505996450155024086980614923339,b'sha256WithRSAEncryption',b'20210115235959Z',b'20201017000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://google-services.com.devland.cl/index.php_archivos/index.php_archivos/CheckConnection.html
4364,,,elgea-habitat.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,347603309106845159942305775713669628947786,b'sha256WithRSAEncryption',b'20201225050216Z',b'20200926050216Z',Other,https://bit.ly/3fJoYP9
4365,,,elgea-habitat.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,347603309106845159942305775713669628947786,b'sha256WithRSAEncryption',b'20201225050216Z',b'20200926050216Z',Other,https://www.elgea-habitat.com/system/renew.html?id=FR76ZHSL9S8
4366,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://tracin.weebly.com/
4367,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://bit.ly/31luzWK
4368,US,Incapsula Inc,incapsula.com,BE,GlobalSign nv-sa,GlobalSign CloudSSL CA - SHA256 - G3,2,24286017449617672110868969743,b'sha256WithRSAEncryption',b'20210320161139Z',b'20200622121755Z',Other,https://app.pandadoc.com/p/96f48ddb9415f1307e22c50a18ad07c1785a5164?
4369,,,ebay.co.uk.rovera.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,207981243606993025202879568395818709759,b'sha256WithRSAEncryption',b'20210803235959Z',b'20200803000000Z',"eBay, Inc.",https://www.ebay.co.uk.rovera.uk/itm4518203916/?hash=item3b4277960c:g:QgcAAOSwmbReTmAP
4370,US,New Jersey Education Association,*.njea.org,US,"Entrust, Inc.",Entrust Certification Authority - L1K,2,38879838115383648153666742073675748915,b'sha256WithRSAEncryption',b'20220807162421Z',b'20200508155421Z',"http://crl.entrust.net/level1k.crl
",Other,https://webmail.njea.org/owa/redir.aspx?C=8JoFsDW4vL62gVLH8WMfC6XAPaVwsz7buv2b2eik-_QbauxjLj3YCA..
4371,,,latchfordincorporates.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,359143398837706153917963980080684048698370,b'sha256WithRSAEncryption',b'20210118071847Z',b'20201020071847Z',Other,https://latchfordincorporates.com/wp-content/plugins/wordpress-seo/frontend/encrypt/roundcube/index.php?email=sales@doherty.hu
4372,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/cn/webapps/mpp/account-selection
4373,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://urlz.fr/dB7X
4374,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/signin
4375,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/authflow/password-recovery/?country.x=CN&amp;locale.x=zh_CN&amp;redirectUri=/signin?country.x=CN&amp;locale.x=_CN
4376,,,cpcalendars.copinyasociados.com.mx,US,Let's Encrypt,Let's Encrypt Authority X3,2,396786025203605837072210071447070588288541,b'sha256WithRSAEncryption',b'20210206053121Z',b'20201108053121Z',Other,https://www.copinyasociados.com.mx/wp-includes/pomo/0nfile/0nfile/oneddrive/login-option.php
4377,,,cpcalendars.copinyasociados.com.mx,US,Let's Encrypt,Let's Encrypt Authority X3,2,396786025203605837072210071447070588288541,b'sha256WithRSAEncryption',b'20210206053121Z',b'20201108053121Z',Other,https://www.copinyasociados.com.mx/wp-includes/pomo/0nfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;amp
4378,,,*.cdnxz.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,317125996706697848095596667431341106264,b'sha256WithRSAEncryption',b'20210924235959Z',b'20200924000000Z',Twitter,http://kisa.link/NQ98
4379,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://docs.google.com/forms/d/e/1FAIpQLSdGiK3q_ePgUEG5Jm7wkb9hfUOlOPkDPIoNZORiCLb4vQ0xbQ/viewform?usp=sf_link
4380,,,marketvit.by,US,Let's Encrypt,Let's Encrypt Authority X3,2,353831813259074042880470289770575507396611,b'sha256WithRSAEncryption',b'20210203231911Z',b'20201105231911Z',Other,https://marketvit.by/wp-content/languages/cyberstore/webaccess/6cebb2fe1387e91096dedca2dd7625cd/
4381,,,marketvit.by,US,Let's Encrypt,Let's Encrypt Authority X3,2,353831813259074042880470289770575507396611,b'sha256WithRSAEncryption',b'20210203231911Z',b'20201105231911Z',Other,https://marketvit.by/wp-content/languages/cyberstore/webaccess/fa08fb4785b6817a37b5bcfe1dffc89e/Verification.php
4382,,,marketvit.by,US,Let's Encrypt,Let's Encrypt Authority X3,2,353831813259074042880470289770575507396611,b'sha256WithRSAEncryption',b'20210203231911Z',b'20201105231911Z',Other,https://marketvit.by/wp-content/languages/cyberstore/webaccess/fa08fb4785b6817a37b5bcfe1dffc89e/
4383,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",British Telecom,https://urlz.fr/dzIN
4384,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",British Telecom,http://urlz.fr/dzIN
4385,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,https://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=MA&amp;locale.x=fr_MA
4386,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Facebook,https://sites.google.com/site/summarypaqeads900/
4387,,,xn--tequeon-8za.pe,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,196641320397963638685096202170465631862,b'sha256WithRSAEncryption',b'20201128235959Z',b'20200830000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://xn--tequeon-8za.pe/sf/daaum/login.php?cmd=login_submit&amp;id=2b6dc8933954a1fb29bda01ab6bcbbc42b6dc8933954a1fb29bda01ab6bcbbc4&amp;session=2b6dc8933954a1fb29bda01ab6bcbbc42b6dc8933954a1fb29bda01ab6bcbbc4
4388,,,drrameshclinic.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,380204465867048608942234044452133669699085,b'sha256WithRSAEncryption',b'20210116215217Z',b'20201018215217Z',Other,https://www.drrameshclinic.com/vendor/phpunit/phpunit/src/Util/PHP/36519/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=
4389,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://services.runescape.com-as.ru/m=weblogin/loginform611,976,976,79472592,2004"
4390,US,Apple Inc.,www.icloud.com,US,"DigiCert, Inc.",DigiCert SHA2 Extended Validation Server CA-3,2,8534993731901607689132864791258431112,b'sha256WithRSAEncryption',b'20210703120000Z',b'20200702000000Z',"http://crl4.digicert.com/DigiCertSHA2ExtendedValidationServerCA-3.crl
",Other,http://appleid.locationinfo.ru/
4391,,,www.cutt.ly,US,DigiCert Inc,RapidSSL TLS RSA CA G1,2,8410307969110376857329422828264879276,b'sha256WithRSAEncryption',b'20210408120000Z',b'20200208000000Z',"http://cdp.rapidssl.com/RapidSSLTLSRSACAG1.crl
",Other,https://cutt.ly/actualizarbcp
4392,,,cpcalendars.copinyasociados.com.mx,US,Let's Encrypt,Let's Encrypt Authority X3,2,396786025203605837072210071447070588288541,b'sha256WithRSAEncryption',b'20210206053121Z',b'20201108053121Z',Other,https://www.copinyasociados.com.mx/wp-includes/pomo/0nfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;
4393,,,*.grittyteknikservis.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,381395311851631092418791342490638341192453,b'sha256WithRSAEncryption',b'20210201013650Z',b'20201103013650Z',Other,https://grittyteknikservis.com/zip/?email=%7B
4394,,,google-services.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,4190213505996450155024086980614923339,b'sha256WithRSAEncryption',b'20210115235959Z',b'20201017000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://google-services.com.devland.cl/index.php_archivos/CheckConnection.html
4395,,,man1bantul.sch.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,129544291950527233041942943553690372925,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.man1bantul.sch.id/cni-login/proton
4396,,,www.att.climasbazais.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,399107375884741435204136272784409863410481,b'sha256WithRSAEncryption',b'20201229081231Z',b'20200930081231Z',Other,https://att.climasbazais.com/
4397,,,goliathbusinesscapital.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,287751185727748407529903853721514658372789,b'sha256WithRSAEncryption',b'20210117230957Z',b'20201019230957Z',Other,https://goliathbusinesscapital.com/dhsn/att3/
4398,,,teknosmart.co.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,101526070991710357245623258626038202715,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.teknosmart.co.id/wp-content/plugins/nice-infoboxes/Wemail/Wemail
4399,,,ricksrestorations.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,115233119323207865261387589184910175748,b'sha256WithRSAEncryption',b'20210121235959Z',b'20201023000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://ricksrestorations.com.au/readme.htm
4400,,,teknosmart.co.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,101526070991710357245623258626038202715,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.teknosmart.co.id/wp-content/plugins/nice-infoboxes/Wemail/Wemail/
4401,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,11390826332360580844831550446714284017,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://urlz.fr/dAgJ
4402,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/login.php?cmd=login_submit&amp;id=15f1598b4a23cfdc50b5ea8032df1d3115f1598b4a23cfdc50b5ea8032df1d31&amp;session=15f1598b4a23cfdc50b5ea8032df1d3115f1598b4a23cfdc50b5ea8032df1d31
4403,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/login.php?cmd=login_submit&amp;id=8cd8abd2907e4f8fbb44f7fd4754891e8cd8abd2907e4f8fbb44f7fd4754891e&amp;session=8cd8abd2907e4f8fbb44f7fd4754891e8cd8abd2907e4f8fbb44f7fd4754891e
4404,,,pipedrivewebforms.com,US,Amazon,Amazon,2,7673440083813442206900090301294713691,b'sha256WithRSAEncryption',b'20210322120000Z',b'20200222000000Z',"http://crl.sca1b.amazontrust.com/sca1b.crl
",Microsoft,https://pipedrivewebforms.com/form/5a8d5e80b91b721b41f7df5ca85fb8c27643177
4405,,,billing-three-co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,302574575444504645446711164080127622199,b'sha256WithRSAEncryption',b'20210806235959Z',b'20200806000000Z',Other,https://billing-three-co.uk
4406,,,cpcontacts.joergboettcher.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,275693394995218523443583767405630273416911,b'sha256WithRSAEncryption',b'20210204111325Z',b'20201106111325Z',Other,https://joergboettcher.com/guestbook/upload/preview/office365-2019/cmd-login=e111b0621b9f9d3b9c3d07ef46851f42/?email=joannayang@legalshield.com&loginpage=&reff=MGQwNzVkNjBmNDVmNjc2ODFmZjk1ZWZjNDQ1NGE2MGQ=
4407,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://v3yql.csb.app/
4408,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',"http://crl.pki.goog/GTS1O1.crl
",Other,https://col-maten.web.app/
4409,US,"Bitly, Inc.",*.bitly.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3586077203209879265180938577155686779,b'sha256WithRSAEncryption',b'20210818120000Z',b'20200810000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",PayPal,http://bitly.com/2PuohhR
4410,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://pmiconnect-my.sharepoint.com
4411,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,296682980186541611747522888377177150567,b'sha256WithRSAEncryption',b'20210112180524Z',b'20201020180524Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://deapplemoundo.blogspot.com/
4412,,,*.yolasite.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,3977727533260890759160526483391132711,b'sha256WithRSAEncryption',b'20210329120000Z',b'20200228000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,http://identifiez-vous-avec-votre-compte.yolasite.com/
4413,,,*.caspio.com,US,Amazon,Amazon,2,10969418061025650965017085943015690636,b'sha256WithRSAEncryption',b'20210117120000Z',b'20191217000000Z',"http://crl.sca1b.amazontrust.com/sca1b.crl
",Other,https://c6ebl792.caspio.com/dp/facc800040da39618ee543a2bcf3
4414,,,genesisindojaya.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,72681974654481968979804112329177954775,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Capitec Bank,https://genesisindojaya.com/rmos.php
4415,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform891,784,938,98718186,2167"
4416,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,19525703261215987712481750978426914996,b'ecdsa-with-SHA256',b'20210722120000Z',b'20200722000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://brishti.tweetw.com/yd?qr=ZH9wlWxiaWKEmLqxy5qmnnx0Yq-1jqxiaWQ/ivo.kint%40freebel.net
4417,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13033997242137956440341156593440059731,b'ecdsa-with-SHA256',b'20210715120000Z',b'20200715000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://learning.validate.santander.digital/system/security/view/remember_password.php?h=869cef88e457d22beee2c4e827f1f54dc0ef3dd61596635830
4418,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
",Other,https://hjdiuyp.weebly.com/
4419,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=kr&amp;amp
4420,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,https://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=us&amp;amp
4421,,,www.pickiboy.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,376041318313387513208791764119722334726596,b'sha256WithRSAEncryption',b'20210108190230Z',b'20201010190230Z',Microsoft,https://www.pickiboy.org/
4422,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://sites.google.com/view/ueaswe/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9
4423,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,https://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?amp
4424,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/email??????protectedtageapp.com/-/www.paypal.com/cgi-bin/
4425,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/email??????protectedtageapp.com/-/www.paypal.com/cgi-bin
4426,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,19623281285227685671731585488701216268,b'sha256WithRSAEncryption',b'20220112120000Z',b'20200109000000Z',"http://crl4.digicert.com/sha2-ev-server-g2.crl
",Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?amp
4427,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/login.php?cmd=login_submit&amp;id=af9d9c0be7c7646fc463c497983dac40af9d9c0be7c7646fc463c497983dac40&amp;session=af9d9c0be7c7646fc463c497983dac40af9d9c0be7c7646fc463c497983dac40
4428,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8
4429,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/login.php?cmd=login_submit&id=5c282286d49dd1b525a85c93793f34005c282286d49dd1b525a85c93793f3400&session=5c282286d49dd1b525a85c93793f34005c282286d49dd1b525a85c93793f3400
4430,,,www.maheshvalue.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,361595065434188607459510042727479665567506,b'sha256WithRSAEncryption',b'20210105010201Z',b'20201007010201Z',Other,https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/
